,SAP,iteration,questions_rank,similarity_avg_changes,time,Anon Student Id,unit
3,1.0,3,"{'Difficulty': {0: 0, 1: 0, 2: 0, 3: 0}, 'Step Name': {0: 'yMin', 1: 'R1C1', 2: 'R2C2', 3: 'xScale'}}",0.25,0.001,EV28POlwE4,Unit CTA1_02
4,1.0,4,"{'Difficulty': {0: 0, 1: 0, 2: 0}, 'Step Name': {0: 'R1C1', 1: 'R2C2', 2: 'xScale'}}",0.0,0.0,EV28POlwE4,Unit CTA1_02
5,1.0,5,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'R2C2', 1: 'xScale'}}",0.0,0.0,EV28POlwE4,Unit CTA1_02
6,1.0,6,"{'Difficulty': {0: 0}, 'Step Name': {0: 'xScale'}}",0.0,0.0,EV28POlwE4,Unit CTA1_02
7,1.0,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6}, 'Step Name': {0: 'R3C2', 1: 'XLabel', 2: 'R4C1', 3: 'yMin', 4: 'R1C1', 5: 'R2C2', 6: 'xScale'}}",,0.005,EV28POlwE4,Unit CTA1_02
0,0.901234567901,0,"{'Difficulty': {0: -5.0, 1: 3.0, 2: 1.0, 3: -4.0, 4: 1.0, 5: 3.0, 6: 2.0, 7: -3.0, 8: 2.0}, 'Step Name': {0: 'R4C2', 1: 'XLabel', 2: 'R6C1', 3: 'R4C1', 4: 'Point 1.1', 5: 'R6C2', 6: 'yScale', 7: 'R7C2', 8: 'R7C1'}}",0.0,0.007,qL6HDg57R9,Unit CTA1_02
1,0.890625,1,"{'Difficulty': {0: 2.0, 1: 0.0, 2: -5.0, 3: 1.0, 4: 2.0, 5: 2.0, 6: -4.0, 7: 2.0}, 'Step Name': {0: 'XLabel', 1: 'R6C1', 2: 'R4C1', 3: 'Point 1.1', 4: 'R6C2', 5: 'yScale', 6: 'R7C2', 7: 'R7C1'}}",0.0833333333333,0.006,qL6HDg57R9,Unit CTA1_02
2,0.877551020408,2,"{'Difficulty': {0: 1.0, 1: 0.0, 2: 0.0, 3: 1.0, 4: 1.0, 5: -4.0, 6: 1.0}, 'Step Name': {0: 'XLabel', 1: 'R6C1', 2: 'Point 1.1', 3: 'R6C2', 4: 'yScale', 5: 'R7C2', 6: 'R7C1'}}",0.0,0.005,qL6HDg57R9,Unit CTA1_02
3,0.861111111111,3,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}, 'Step Name': {0: 'XLabel', 1: 'R6C1', 2: 'Point 1.1', 3: 'R6C2', 4: 'yScale', 5: 'R7C1'}}",0.56067251462,0.004,qL6HDg57R9,Unit CTA1_02
4,1.0,4,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}, 'Step Name': {0: 'R6C1', 1: 'Point 1.1', 2: 'R6C2', 3: 'yScale', 4: 'R7C1'}}",0.170723684211,0.002,qL6HDg57R9,Unit CTA1_02
5,1.0,5,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'Point 1.1', 1: 'R6C2', 2: 'yScale', 3: 'R7C1'}}",2.38624229224,0.001,qL6HDg57R9,Unit CTA1_02
6,1.0,6,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'R6C2', 1: 'yScale', 2: 'R7C1'}}",0.0,0.001,qL6HDg57R9,Unit CTA1_02
7,1.0,7,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'yScale', 1: 'R7C1'}}",0.82068840433,0.0,qL6HDg57R9,Unit CTA1_02
8,1.0,8,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R7C1'}}",0.764583860745,0.0,qL6HDg57R9,Unit CTA1_02
9,0.916666666667,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8}, 'Step Name': {0: 'R4C2', 1: 'R4C1', 2: 'R7C2', 3: 'XLabel', 4: 'R6C1', 5: 'Point 1.1', 6: 'R6C2', 7: 'yScale', 8: 'R7C1'}}",,0.036,qL6HDg57R9,Unit CTA1_02
0,0.901234567901,0,"{'Difficulty': {0: -5.0, 1: 3.0, 2: 1.0, 3: -4.0, 4: 1.0, 5: 3.0, 6: 2.0, 7: -3.0, 8: 2.0}, 'Step Name': {0: 'R4C2', 1: 'XLabel', 2: 'R6C1', 3: 'R4C1', 4: 'Point 1.1', 5: 'R6C2', 6: 'yScale', 7: 'R7C2', 8: 'R7C1'}}",0.0,0.008,qL6HDg57R9,Unit CTA1_02
1,0.890625,1,"{'Difficulty': {0: 2.0, 1: 0.0, 2: -5.0, 3: 1.0, 4: 2.0, 5: 2.0, 6: -4.0, 7: 2.0}, 'Step Name': {0: 'XLabel', 1: 'R6C1', 2: 'R4C1', 3: 'Point 1.1', 4: 'R6C2', 5: 'yScale', 6: 'R7C2', 7: 'R7C1'}}",0.0833333333333,0.007,qL6HDg57R9,Unit CTA1_02
2,0.877551020408,2,"{'Difficulty': {0: 1.0, 1: 0.0, 2: 0.0, 3: 1.0, 4: 1.0, 5: -4.0, 6: 1.0}, 'Step Name': {0: 'XLabel', 1: 'R6C1', 2: 'Point 1.1', 3: 'R6C2', 4: 'yScale', 5: 'R7C2', 6: 'R7C1'}}",0.0,0.004,qL6HDg57R9,Unit CTA1_02
3,0.861111111111,3,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}, 'Step Name': {0: 'XLabel', 1: 'R6C1', 2: 'Point 1.1', 3: 'R6C2', 4: 'yScale', 5: 'R7C1'}}",0.56067251462,0.003,qL6HDg57R9,Unit CTA1_02
4,1.0,4,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}, 'Step Name': {0: 'R6C1', 1: 'Point 1.1', 2: 'R6C2', 3: 'yScale', 4: 'R7C1'}}",0.170723684211,0.002,qL6HDg57R9,Unit CTA1_02
5,1.0,5,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'Point 1.1', 1: 'R6C2', 2: 'yScale', 3: 'R7C1'}}",2.38624229224,0.001,qL6HDg57R9,Unit CTA1_02
6,1.0,6,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'R6C2', 1: 'yScale', 2: 'R7C1'}}",0.0,0.001,qL6HDg57R9,Unit CTA1_02
7,1.0,7,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'yScale', 1: 'R7C1'}}",0.82068840433,0.0,qL6HDg57R9,Unit CTA1_02
8,1.0,8,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R7C1'}}",0.764583860745,0.0,qL6HDg57R9,Unit CTA1_02
9,0.916666666667,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8}, 'Step Name': {0: 'R4C2', 1: 'R4C1', 2: 'R7C2', 3: 'XLabel', 4: 'R6C1', 5: 'Point 1.1', 6: 'R6C2', 7: 'yScale', 8: 'R7C1'}}",,0.036,qL6HDg57R9,Unit CTA1_02
0,0.916666666667,0,"{'Difficulty': {0: 2.0, 1: 2.0, 2: 0.0, 3: 2.0, 4: -4.0, 5: -2.0}, 'Step Name': {0: 'R3C1', 1: 'yScale', 2: 'R5C2', 3: 'R4C1', 4: 'xMax', 5: 'R3C2'}}",0.0,0.002,Hd9GW3f95j,Unit CTA1_02
1,1.0,1,"{'Difficulty': {0: 1.0, 1: 1.0, 2: 0.0, 3: 1.0, 4: -3.0}, 'Step Name': {0: 'R3C1', 1: 'yScale', 2: 'R5C2', 3: 'R4C1', 4: 'R3C2'}}",0.0,0.002,Hd9GW3f95j,Unit CTA1_02
2,1.0,2,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'R3C1', 1: 'yScale', 2: 'R5C2', 3: 'R4C1'}}",0.277777777778,0.001,Hd9GW3f95j,Unit CTA1_02
3,1.0,3,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'yScale', 1: 'R5C2', 2: 'R4C1'}}",0.0787037037037,0.001,Hd9GW3f95j,Unit CTA1_02
4,1.0,4,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R5C2', 1: 'R4C1'}}",0.03125,0.0,Hd9GW3f95j,Unit CTA1_02
5,1.0,5,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R4C1'}}",0.797530864198,0.0,Hd9GW3f95j,Unit CTA1_02
6,0.916666666667,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5}, 'Step Name': {0: 'xMax', 1: 'R3C2', 2: 'R3C1', 3: 'yScale', 4: 'R5C2', 5: 'R4C1'}}",,0.009,Hd9GW3f95j,Unit CTA1_02
0,0.933333333333,0,"{'Difficulty': {0: 0.0, 1: 0.0, 2: -2.0, 3: 1.0, 4: 1.0}, 'Step Name': {0: 'R4C2', 1: 'R2C1', 2: 'R3C2', 3: 'R7C2', 4: 'R4C1'}}",0.0,0.001,z1iLCTB32T,Unit CTA1_02
1,0.8125,1,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'R4C2', 1: 'R2C1', 2: 'R7C2', 3: 'R4C1'}}",0.0,0.001,z1iLCTB32T,Unit CTA1_02
2,1.0,2,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'R2C1', 1: 'R7C2', 2: 'R4C1'}}",0.0,0.0,z1iLCTB32T,Unit CTA1_02
3,1.0,3,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R7C2', 1: 'R4C1'}}",0.0,0.0,z1iLCTB32T,Unit CTA1_02
4,1.0,4,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R4C1'}}",0.0,0.0,z1iLCTB32T,Unit CTA1_02
5,1.0,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4}, 'Step Name': {0: 'R3C2', 1: 'R4C2', 2: 'R2C1', 3: 'R7C2', 4: 'R4C1'}}",,0.003,z1iLCTB32T,Unit CTA1_02
0,0.952380952381,0,"{'Difficulty': {0: 1.0, 1: 1.0, 2: -4.0, 3: 1.0, 4: 1.0, 5: 0.0, 6: 0.0}, 'Step Name': {0: 'R2C1', 1: 'R6C1', 2: 'R3C2', 3: 'R1C2', 4: 'R2C2', 5: 'R3C1', 6: 'XLabel'}}",0.0,0.002,t4K5z0e2NZ,Unit CTA1_02
1,0.861111111111,1,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}, 'Step Name': {0: 'R2C1', 1: 'R6C1', 2: 'R1C2', 3: 'R2C2', 4: 'R3C1', 5: 'XLabel'}}",0.0,0.002,t4K5z0e2NZ,Unit CTA1_02
2,0.84,2,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}, 'Step Name': {0: 'R6C1', 1: 'R1C2', 2: 'R2C2', 3: 'R3C1', 4: 'XLabel'}}",0.0,0.001,t4K5z0e2NZ,Unit CTA1_02
3,0.8125,3,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'R1C2', 1: 'R2C2', 2: 'R3C1', 3: 'XLabel'}}",0.0,0.001,t4K5z0e2NZ,Unit CTA1_02
4,0.777777777778,4,"{'Difficulty': {0: 0, 1: 0, 2: 0}, 'Step Name': {0: 'R2C2', 1: 'R3C1', 2: 'XLabel'}}",0.0,0.0,t4K5z0e2NZ,Unit CTA1_02
5,0.75,5,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'R3C1', 1: 'XLabel'}}",0.0,0.0,t4K5z0e2NZ,Unit CTA1_02
6,1.0,6,"{'Difficulty': {0: 0}, 'Step Name': {0: 'XLabel'}}",0.0,0.0,t4K5z0e2NZ,Unit CTA1_02
7,0.897959183673,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6}, 'Step Name': {0: 'R3C2', 1: 'R2C1', 2: 'R6C1', 3: 'R1C2', 4: 'R2C2', 5: 'R3C1', 6: 'XLabel'}}",,0.007,t4K5z0e2NZ,Unit CTA1_02
0,0.866666666667,0,"{'Difficulty': {0: 0.0, 1: -1.0, 2: 0.0, 3: 1.0, 4: 0.0, 5: 0.0}, 'Step Name': {0: 'R3C1', 1: 'R7C2', 2: 'R3C2', 3: 'R4C1', 4: 'R1C1', 5: 'R1C2'}}",0.0,0.001,stK4H8Vit6,Unit CTA1_02
1,1.0,1,"{'Difficulty': {0: 0.0, 1: -1.0, 2: 1.0, 3: 0.0, 4: 0.0}, 'Step Name': {0: 'R3C1', 1: 'R3C2', 2: 'R4C1', 3: 'R1C1', 4: 'R1C2'}}",0.0,0.001,stK4H8Vit6,Unit CTA1_02
2,1.0,2,"{'Difficulty': {0: 0, 1: 0, 2: 0, 3: 0}, 'Step Name': {0: 'R3C1', 1: 'R4C1', 2: 'R1C1', 3: 'R1C2'}}",0.4,0.001,stK4H8Vit6,Unit CTA1_02
3,1.0,3,"{'Difficulty': {0: 0, 1: 0, 2: 0}, 'Step Name': {0: 'R4C1', 1: 'R1C1', 2: 'R1C2'}}",0.0,0.001,stK4H8Vit6,Unit CTA1_02
4,1.0,4,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'R1C1', 1: 'R1C2'}}",0.25,0.0,stK4H8Vit6,Unit CTA1_02
5,1.0,5,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R1C2'}}",0.0,0.0,stK4H8Vit6,Unit CTA1_02
6,0.916666666667,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5}, 'Step Name': {0: 'R7C2', 1: 'R3C2', 2: 'R3C1', 3: 'R4C1', 4: 'R1C1', 5: 'R1C2'}}",,0.005,stK4H8Vit6,Unit CTA1_02
0,0.931818181818,0,"{'Difficulty': {0: -1.0, 1: 0.0, 2: -3.0, 3: 0.0, 4: 0.0, 5: 1.0, 6: 1.0, 7: 2.0, 8: 0.0, 9: 0.0, 10: 0.0}, 'Step Name': {0: 'R4C1', 1: 'R3C1', 2: 'R3C2', 3: 'R4C2', 4: 'YLabel', 5: 'R5C1', 6: 'yMin', 7: 'R5C2', 8: 'yMax', 9: 'R7C1', 10: 'R8C1'}}",0.0,0.004,h0UbH181l8,Unit CTA1_02
1,0.9125,1,"{'Difficulty': {0: -2.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 1.0, 6: 1.0, 7: 0.0, 8: 0.0, 9: 0.0}, 'Step Name': {0: 'R4C1', 1: 'R3C1', 2: 'R4C2', 3: 'YLabel', 4: 'R5C1', 5: 'yMin', 6: 'R5C2', 7: 'yMax', 8: 'R7C1', 9: 'R8C1'}}",0.0833333333333,0.003,h0UbH181l8,Unit CTA1_02
2,0.901234567901,2,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0}, 'Step Name': {0: 'R3C1', 1: 'R4C2', 2: 'YLabel', 3: 'R5C1', 4: 'yMin', 5: 'R5C2', 6: 'yMax', 7: 'R7C1', 8: 'R8C1'}}",0.255555555556,0.002,h0UbH181l8,Unit CTA1_02
3,0.890625,3,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0}, 'Step Name': {0: 'R4C2', 1: 'YLabel', 2: 'R5C1', 3: 'yMin', 4: 'R5C2', 5: 'yMax', 6: 'R7C1', 7: 'R8C1'}}",0.0,0.002,h0UbH181l8,Unit CTA1_02
4,1.0,4,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}, 'Step Name': {0: 'YLabel', 1: 'R5C1', 2: 'yMin', 3: 'R5C2', 4: 'yMax', 5: 'R7C1', 6: 'R8C1'}}",0.14,0.002,h0UbH181l8,Unit CTA1_02
5,1.0,5,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}, 'Step Name': {0: 'R5C1', 1: 'yMin', 2: 'R5C2', 3: 'yMax', 4: 'R7C1', 5: 'R8C1'}}",0.125,0.001,h0UbH181l8,Unit CTA1_02
6,1.0,6,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}, 'Step Name': {0: 'yMin', 1: 'R5C2', 2: 'yMax', 3: 'R7C1', 4: 'R8C1'}}",0.037037037037,0.001,h0UbH181l8,Unit CTA1_02
7,1.0,7,"{'Difficulty': {0: 0, 1: 0, 2: 0, 3: 0}, 'Step Name': {0: 'R5C2', 1: 'yMax', 2: 'R7C1', 3: 'R8C1'}}",0.06,0.001,h0UbH181l8,Unit CTA1_02
8,1.0,8,"{'Difficulty': {0: 0, 1: 0, 2: 0}, 'Step Name': {0: 'yMax', 1: 'R7C1', 2: 'R8C1'}}",0.123191358025,0.0,h0UbH181l8,Unit CTA1_02
9,1.0,9,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'R7C1', 1: 'R8C1'}}",0.0,0.0,h0UbH181l8,Unit CTA1_02
10,1.0,10,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R8C1'}}",0.116,0.0,h0UbH181l8,Unit CTA1_02
11,0.954545454545,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}, 'Step Name': {0: 'R3C2', 1: 'R4C1', 2: 'R3C1', 3: 'R4C2', 4: 'YLabel', 5: 'R5C1', 6: 'yMin', 7: 'R5C2', 8: 'yMax', 9: 'R7C1', 10: 'R8C1'}}",,0.02,h0UbH181l8,Unit CTA1_02
0,0.78869047619,0,"{'Difficulty': {0: 2.0, 1: 0.0, 2: 5.0, 3: 0.0, 4: -1.0, 5: 0.0, 6: -3.0, 7: -3.0}, 'Step Name': {0: 'R3C2', 1: 'R4C2', 2: 'xScale', 3: 'R6C2', 4: 'xMin', 5: 'yMax', 6: 'R1C2', 7: 'xMax'}}",0.0,0.003,PE6x6PxZ42,Unit CTA1_02
1,0.766666666667,1,"{'Difficulty': {0: 2.0, 1: 0.0, 2: 4.0, 3: 0.0, 4: -2.0, 5: 0.0, 6: -4.0}, 'Step Name': {0: 'R3C2', 1: 'R4C2', 2: 'xScale', 3: 'R6C2', 4: 'xMin', 5: 'yMax', 6: 'xMax'}}",0.516666666667,0.003,PE6x6PxZ42,Unit CTA1_02
2,0.741666666667,2,"{'Difficulty': {0: 1.0, 1: 0.0, 2: 3.0, 3: 0.0, 4: -3.0, 5: -1.0}, 'Step Name': {0: 'R3C2', 1: 'R4C2', 2: 'xScale', 3: 'R6C2', 4: 'xMin', 5: 'yMax'}}",0.131428571429,0.002,PE6x6PxZ42,Unit CTA1_02
3,0.75,3,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 2.0, 3: 0.0, 4: -2.0}, 'Step Name': {0: 'R3C2', 1: 'R4C2', 2: 'xScale', 3: 'R6C2', 4: 'yMax'}}",0.0870204081633,0.001,PE6x6PxZ42,Unit CTA1_02
4,0.916666666667,4,"{'Difficulty': {0: -1.0, 1: 0.0, 2: 1.0, 3: 0.0}, 'Step Name': {0: 'R3C2', 1: 'R4C2', 2: 'xScale', 3: 'R6C2'}}",0.261443148688,0.001,PE6x6PxZ42,Unit CTA1_02
5,0.777777777778,5,"{'Difficulty': {0: 0, 1: 0, 2: 0}, 'Step Name': {0: 'R4C2', 1: 'xScale', 2: 'R6C2'}}",0.211030820491,0.0,PE6x6PxZ42,Unit CTA1_02
6,1.0,6,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'xScale', 1: 'R6C2'}}",0.0625,0.0,PE6x6PxZ42,Unit CTA1_02
7,1.0,7,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R6C2'}}",0.0185934432082,0.0,PE6x6PxZ42,Unit CTA1_02
8,0.816666666667,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7}, 'Step Name': {0: 'R1C2', 1: 'xMax', 2: 'xMin', 3: 'yMax', 4: 'R3C2', 5: 'R4C2', 6: 'xScale', 7: 'R6C2'}}",,0.014,PE6x6PxZ42,Unit CTA1_02
0,1.0,0,"{'Difficulty': {0: 0}, 'Step Name': {0: 'FinalAnswer'}}",0.0,0.0,276487SwvF,Unit ES_01
1,1.0,full,"{'Difficulty': {0: 0}, 'Step Name': {0: 'FinalAnswer'}}",,0.003,276487SwvF,Unit ES_01
0,0.75,0,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: '3+x = -1', 1: 'constant terms1R1'}}",0.0,0.0,78t79xOebG,Unit ES_01
1,1.0,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'constant terms1R1'}}",0.0,0.0,78t79xOebG,Unit ES_01
2,0.75,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: '3+x = -1', 1: 'constant terms1R1'}}",,0.001,78t79xOebG,Unit ES_01
0,1.0,0,"{'Difficulty': {0: 0}, 'Step Name': {0: 'FinalAnswer'}}",0.0,0.0,02i5jCrfQK,Unit ES_01
1,1.0,full,"{'Difficulty': {0: 0}, 'Step Name': {0: 'FinalAnswer'}}",,0.004,02i5jCrfQK,Unit ES_01
0,1.0,0,"{'Difficulty': {0: 1.0, 1: 0.0, 2: -1.0}, 'Step Name': {0: '-x/-1 = 1/-1', 1: 'constant termsR2', 2: 'FinalAnswer'}}",0.0,0.001,apCLF0uF21,Unit ES_01
1,1.0,1,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: '-x/-1 = 1/-1', 1: 'constant termsR2'}}",6.40216291645,0.0,apCLF0uF21,Unit ES_01
2,1.0,2,"{'Difficulty': {0: 0}, 'Step Name': {0: 'constant termsR2'}}",0.0340136054422,0.0,apCLF0uF21,Unit ES_01
3,1.0,full,"{'Difficulty': {0: 0, 1: 1, 2: 2}, 'Step Name': {0: 'FinalAnswer', 1: '-x/-1 = 1/-1', 2: 'constant termsR2'}}",,0.006,apCLF0uF21,Unit ES_01
0,1.0,0,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'x = 29.7*23', 1: 'FinalAnswer'}}",0.0,0.0,dvG32rxRzQ,Unit ES_01
1,1.0,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'FinalAnswer'}}",0.0,0.0,dvG32rxRzQ,Unit ES_01
2,1.0,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: 'x = 29.7*23', 1: 'FinalAnswer'}}",,0.006,dvG32rxRzQ,Unit ES_01
0,0.75,0,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'y/9 = 7', 1: 'constant terms1R1'}}",0.0,0.0,46z59pQP58,Unit ES_01
1,1.0,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'constant terms1R1'}}",0.0,0.0,46z59pQP58,Unit ES_01
2,0.75,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: 'y/9 = 7', 1: 'constant terms1R1'}}",,0.001,46z59pQP58,Unit ES_01
0,0.75,0,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: '3 = x/8', 1: 'FinalAnswer'}}",0.0,0.0,OS2vxzjz6W,Unit ES_01
1,1.0,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'FinalAnswer'}}",0.0,0.0,OS2vxzjz6W,Unit ES_01
2,1.0,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: '3 = x/8', 1: 'FinalAnswer'}}",,0.004,OS2vxzjz6W,Unit ES_01
0,0.75,0,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: '0 = -7+x', 1: 'pm-r-den-node'}}",0.0,0.0,LP15lX652E,Unit ES_01
1,1.0,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'pm-r-den-node'}}",0.0,0.0,LP15lX652E,Unit ES_01
2,1.0,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: '0 = -7+x', 1: 'pm-r-den-node'}}",,0.001,LP15lX652E,Unit ES_01
0,0.75,0,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: '7*-1 = -y*-1', 1: 'constant terms1R1'}}",0.0,0.0,tB4vqSxzqo,Unit ES_01
1,1.0,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'constant terms1R1'}}",0.0,0.0,tB4vqSxzqo,Unit ES_01
2,0.75,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: '7*-1 = -y*-1', 1: 'constant terms1R1'}}",,0.001,tB4vqSxzqo,Unit ES_01
0,1.0,0,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: '-7+y = 3', 1: 'FinalAnswer'}}",0.0,0.0,nxe3l4KD0z,Unit ES_01
1,1.0,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'FinalAnswer'}}",0.0,0.0,nxe3l4KD0z,Unit ES_01
2,1.0,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: '-7+y = 3', 1: 'FinalAnswer'}}",,0.002,nxe3l4KD0z,Unit ES_01
0,0.925925925926,0,"{'Difficulty': {0: -1.0, 1: 2.0, 2: -7.0, 3: 2.0, 4: 3.0, 5: 2.0, 6: -4.0, 7: 1.0, 8: 2.0}, 'Step Name': {0: 'R4C2', 1: 'R3C1', 2: 'R5C1', 3: 'R6C2', 4: 'R5C2', 5: 'R1C1', 6: 'R4C1', 7: 'R2C2', 8: 'ValidEquations'}}",0.0,0.007,81E41tTtV9,Unit CTA1_04
1,0.9375,1,"{'Difficulty': {0: -1.0, 1: 1.0, 2: 1.0, 3: 2.0, 4: 1.0, 5: -5.0, 6: 0.0, 7: 1.0}, 'Step Name': {0: 'R4C2', 1: 'R3C1', 2: 'R6C2', 3: 'R5C2', 4: 'R1C1', 5: 'R4C1', 6: 'R2C2', 7: 'ValidEquations'}}",0.763961038961,0.005,81E41tTtV9,Unit CTA1_04
2,1.0,2,"{'Difficulty': {0: -1.0, 1: 0.0, 2: 0.0, 3: 1.0, 4: 0.0, 5: 0.0, 6: 0.0}, 'Step Name': {0: 'R4C2', 1: 'R3C1', 2: 'R6C2', 3: 'R5C2', 4: 'R1C1', 5: 'R2C2', 6: 'ValidEquations'}}",0.0856717687075,0.004,81E41tTtV9,Unit CTA1_04
3,1.0,3,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}, 'Step Name': {0: 'R3C1', 1: 'R6C2', 2: 'R5C2', 3: 'R1C1', 4: 'R2C2', 5: 'ValidEquations'}}",1.15691374385,0.003,81E41tTtV9,Unit CTA1_04
4,1.0,4,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}, 'Step Name': {0: 'R6C2', 1: 'R5C2', 2: 'R1C1', 3: 'R2C2', 4: 'ValidEquations'}}",0.21467515771,0.002,81E41tTtV9,Unit CTA1_04
5,1.0,5,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'R5C2', 1: 'R1C1', 2: 'R2C2', 3: 'ValidEquations'}}",0.0681818181818,0.001,81E41tTtV9,Unit CTA1_04
